,Adview
4878,2348.7053
4879,1734.1918
4880,1951.6908
4881,1499.4661
4882,1935.953
4883,1479.1771
4884,2212.2854
4885,1442.9137
4886,1320.5958
4887,1991.6826
4888,1867.512
4889,2203.5134
4890,2198.6104
4891,2223.424
4892,2034.3516
4893,2160.199
4894,1386.9318
4895,2062.4014
4896,2023.1453
4897,1865.9663
4898,1617.3993
4899,1215.1183
4900,2164.4229
4901,1525.4524
4902,2150.9573
4903,2188.0276
4904,2033.3423
4905,1248.7195
4906,2162.2615
4907,2057.5679
4908,2083.716
4909,1254.1305
4910,1424.4075
4911,1374.0193
4912,1536.1849
4913,1977.1476
4914,1815.4266
4915,1653.4
4916,2129.4375
4917,2011.4589
4918,1182.1576
4919,2246.387
4920,2135.403
4921,1469.4839
4922,1240.6488
4923,1816.6812
4924,2365.998
4925,1538.2522
4926,2199.8684
4927,1860.9886
4928,2201.0476
4929,2241.8804
4930,2040.1532
4931,1251.9114
4932,1230.2501
4933,1580.8617
4934,1623.93
4935,2098.4875
4936,2032.8188
4937,2187.4834
4938,1493.0704
4939,2145.4155
4940,1967.3248
4941,1536.9893
4942,1077.428
4943,2044.143
4944,1750.6372
4945,2198.1484
4946,1828.1586
4947,1218.0834
4948,1778.1619
4949,2222.4805
4950,2082.9055
4951,1595.9475
4952,1492.3447
4953,2120.0657
4954,1964.5054
4955,2442.822
4956,1973.8627
4957,2203.1292
4958,1682.1312
4959,1764.1744
4960,1645.2996
4961,2156.1372
4962,1534.6887
4963,1429.496
4964,2202.443
4965,1367.511
4966,2427.4128
4967,1668.041
4968,2452.8127
4969,1621.4099
4970,2198.2222
4971,2086.804
4972,1799.4834
4973,1968.717
4974,1849.1246
4975,2189.8325
4976,1968.6869
4977,1608.6725
4978,1925.5978
4979,2130.0002
4980,1426.0583
4981,1991.8805
4982,2180.0417
4983,1030.843
4984,2376.4348
4985,1336.6296
4986,1460.1812
4987,2283.8174
4988,1800.8773
4989,2024.6877
4990,1613.3475
4991,1518.1211
4992,1229.1371
4993,1744.8334
4994,1669.0001
4995,2161.989
4996,1850.7183
4997,2177.495
4998,2039.6356
4999,2148.7146
5000,1206.0681
5001,2236.9512
5002,1351.0306
5003,1850.2773
5004,1596.9891
5005,1630.0261
5006,800.89734
5007,1138.0105
5008,1852.1238
5009,1341.0613
5010,1570.2073
5011,1241.1193
5012,2129.3455
5013,2141.2886
5014,2087.8574
5015,1965.4143
5016,1424.0944
5017,1373.5305
5018,1442.2308
5019,1838.9529
5020,1088.5393
5021,2180.3594
5022,1595.4761
5023,1366.9966
5024,1727.1984
5025,1614.711
5026,2157.3337
5027,1532.2557
5028,1190.4078
5029,2054.263
5030,2516.643
5031,2112.6929
5032,1562.7217
5033,1975.5576
5034,1941.9578
5035,1662.481
5036,1647.0569
5037,1912.1566
5038,1633.9552
5039,2125.5454
5040,2351.4575
5041,2181.7937
5042,2085.1975
5043,1561.8049
5044,1503.1237
5045,1598.0177
5046,1437.8213
5047,1835.8197
5048,1958.4055
5049,1247.7556
5050,1837.9121
5051,1855.0082
5052,1861.848
5053,1316.016
5054,1696.8011
5055,1512.9333
5056,1506.5271
5057,2038.328
5058,1528.9753
5059,1379.5776
5060,1411.7867
5061,2138.727
5062,2115.866
5063,1237.4218
5064,2170.8704
5065,1961.9613
5066,2025.0027
5067,2110.943
5068,1943.5219
5069,1740.8434
5070,1680.8933
5071,1981.7999
5072,1620.1991
5073,1287.7194
5074,2544.9094
5075,1434.7155
5076,1318.3889
5077,2072.1975
5078,1680.6104
5079,1356.627
5080,2157.8452
5081,2498.0557
5082,1521.2933
5083,1780.688
5084,1933.414
5085,1648.9615
5086,1262.8542
5087,2222.4243
5088,1476.6395
5089,2586.5005
5090,1811.6956
5091,1845.3658
5092,1514.0159
5093,2088.0552
5094,2131.3672
5095,2050.4534
5096,1508.6929
5097,2122.56
5098,2220.7905
5099,1898.1606
5100,1235.3245
5101,2165.116
5102,1673.3289
5103,1609.3629
5104,2018.6934
5105,1935.3859
5106,2156.2915
5107,1318.594
5108,1808.9963
5109,2225.571
5110,1757.0087
5111,1664.9246
5112,2384.4585
5113,2020.5454
5114,1256.3383
5115,1496.0745
5116,1560.6094
5117,2283.0469
5118,2027.7631
5119,1041.2107
5120,1831.1942
5121,1860.5603
5122,2179.496
5123,981.17676
5124,2100.7476
5125,1777.5297
5126,2138.9812
5127,1575.9877
5128,2193.8376
5129,2299.1465
5130,2201.2458
5131,2019.3196
5132,2215.146
5133,1971.5905
5134,1554.4116
5135,2105.1057
5136,1642.621
5137,1951.4889
5138,2174.344
5139,2421.6719
5140,2467.3958
5141,1981.5763
5142,2554.331
5143,1935.3779
5144,1626.8201
5145,1915.8994
5146,1725.0481
5147,2153.1228
5148,2254.617
5149,1568.5027
5150,1927.5145
5151,2208.2437
5152,1200.758
5153,1822.3228
5154,2319.69
5155,1937.4044
5156,1654.9617
5157,1880.093
5158,1779.8123
5159,2192.2397
5160,2207.6558
5161,1831.8885
5162,2190.4082
5163,2160.213
5164,1872.5282
5165,1984.206
5166,1870.7617
5167,1085.1414
5168,2035.1442
5169,2154.2197
5170,2022.9905
5171,2271.368
5172,2010.8052
5173,2146.6829
5174,1698.1029
5175,2230.3896
5176,1926.6101
5177,1205.3319
5178,1729.5701
5179,2146.0774
5180,1564.0692
5181,1298.0228
5182,1405.4185
5183,1980.4244
5184,2241.0793
5185,2222.1719
5186,1898.9065
5187,1966.1112
5188,2002.7887
5189,1033.8466
5190,1648.2844
5191,2302.9424
5192,1617.8689
5193,1757.0098
5194,2145.3206
5195,1317.6935
5196,1729.0624
5197,2267.8083
5198,1711.1486
5199,1290.9729
5200,1464.7208
5201,1875.7848
5202,1212.8658
5203,1769.8467
5204,1690.1295
5205,1091.2354
5206,2129.7944
5207,1901.2416
5208,2259.2104
5209,1756.9125
5210,2399.0596
5211,2123.5347
5212,2129.1128
5213,2126.0981
5214,1892.2728
5215,1790.6653
5216,1581.3297
5217,2305.775
5218,1608.0914
5219,1565.3572
5220,1589.7319
5221,1824.5789
5222,1727.2795
5223,1986.3661
5224,2141.9092
5225,2328.592
5226,1902.975
5227,2334.4368
5228,1550.4548
5229,1993.4255
5230,1257.4402
5231,2163.9397
5232,1087.3978
5233,2209.0295
5234,1866.9043
5235,1696.7094
5236,2467.9934
5237,2004.684
5238,2048.7622
5239,2107.504
5240,1905.9745
5241,1891.5924
5242,2036.2916
5243,1348.5859
5244,1299.2428
5245,2215.3953
5246,1898.596
5247,1970.0851
5248,2308.6353
5249,2028.7329
5250,1571.8811
5251,1235.7676
5252,1435.8864
5253,1523.2963
5254,1588.9908
5255,1793.5259
5256,2108.0452
5257,2100.8044
5258,1801.261
5259,2084.908
5260,1837.8395
5261,2053.924
5262,2439.5007
5263,1648.9116
5264,1174.0806
5265,2353.7993
5266,1073.6492
5267,2224.915
5268,1246.1864
5269,1538.9923
5270,1723.0847
5271,2070.1702
5272,1665.3597
5273,1285.1694
5274,2352.5093
5275,1434.679
5276,1735.5469
5277,2499.9458
5278,2040.3386
5279,1257.7549
5280,1853.926
5281,1310.6648
5282,2142.7197
5283,2137.8901
5284,1114.662
5285,1480.1191
5286,2178.2107
5287,2240.5776
5288,2150.763
5289,1942.2357
5290,2106.6843
5291,2168.3057
5292,1558.2008
5293,2127.2622
5294,1264.3646
5295,2223.4214
5296,2176.6553
5297,1405.5618
5298,2235.493
5299,1608.6423
5300,1479.0352
5301,1829.6771
5302,993.7306
5303,2162.3418
5304,2148.328
5305,2043.7295
5306,1916.4443
5307,1728.3685
5308,1996.9255
5309,2505.4277
5310,1894.4536
5311,1719.0322
5312,1502.2328
5313,1507.6382
5314,2243.0767
5315,2141.2036
5316,2069.9392
5317,1285.2227
5318,1132.9662
5319,1460.063
5320,2084.8972
5321,2062.3494
5322,1408.3044
5323,2495.6875
5324,2037.3629
5325,1868.7555
5326,2019.8329
5327,1776.5751
5328,2184.5872
5329,933.4913
5330,2125.1248
5331,2112.2603
5332,1770.5259
5333,1773.2463
5334,2320.0042
5335,2009.7612
5336,1778.388
5337,1581.3809
5338,1325.3014
5339,1959.3641
5340,1917.2875
5341,1760.9889
5342,1918.0624
5343,1136.5939
5344,2168.3284
5345,1988.0374
5346,2017.7336
5347,2393.9946
5348,1580.2028
5349,1343.5388
5350,1759.9701
5351,1643.768
5352,2139.3584
5353,2225.1113
5354,2093.609
5355,1830.378
5356,2236.2505
5357,2046.2793
5358,1423.2194
5359,2239.8135
5360,1281.3997
5361,2326.592
5362,1811.8015
5363,1461.2466
5364,1190.0403
5365,1720.5455
5366,1307.5573
5367,1455.3843
5368,1946.494
5369,1759.8312
5370,1580.6301
5371,1972.3876
5372,1181.322
5373,1241.1505
5374,1883.8829
5375,2552.7703
5376,2010.4576
5377,2386.8467
5378,1534.6372
5379,1566.3744
5380,1479.9528
5381,1909.2892
5382,1669.3777
5383,2229.951
5384,2027.4703
5385,1665.6038
5386,1557.487
5387,1608.8779
5388,1719.59
5389,2103.8972
5390,1661.8914
5391,2293.6035
5392,2336.8687
5393,2499.8032
5394,1569.3906
5395,2308.352
5396,2473.2751
5397,1571.42
5398,2020.2798
5399,872.9561
5400,1965.0326
5401,1929.0944
5402,1316.5715
5403,1949.065
5404,746.1946
5405,2056.505
5406,1584.0851
5407,1126.453
5408,1612.7897
5409,1798.3827
5410,1513.5803
5411,1706.8468
5412,2220.188
5413,1729.446
5414,1996.499
5415,2260.2876
5416,1395.102
5417,1798.5065
5418,1025.5293
5419,168.13695
5420,2097.0374
5421,1820.9435
5422,1901.4164
5423,1284.1322
5424,1473.8389
5425,2165.5278
5426,1397.0333
5427,2548.3938
5428,2336.929
5429,2161.0132
5430,1740.2788
5431,2463.8362
5432,2215.3843
5433,2224.5886
5434,1874.6835
5435,1658.7517
5436,2266.7812
5437,2479.5327
5438,1553.9318
5439,2191.7063
5440,2232.5732
5441,1636.7019
5442,2055.6924
5443,1271.0245
5444,1651.9609
5445,1044.7178
5446,1671.0686
5447,1314.8287
5448,1622.6794
5449,1752.622
5450,1356.914
5451,2077.879
5452,1106.1968
5453,1356.421
5454,1887.2556
5455,1294.572
5456,1870.547
5457,1678.122
5458,2072.578
5459,2261.2634
5460,2152.0935
5461,2567.1873
5462,2023.1365
5463,1826.3425
5464,1375.1064
5465,1565.472
5466,2213.0247
5467,2230.8467
5468,2321.9172
5469,1897.889
5470,1556.3182
5471,2199.917
5472,2105.1548
5473,2162.1912
5474,1831.4259
5475,1407.7584
5476,1564.6655
5477,1266.5985
5478,1232.1835
5479,1879.3538
5480,1925.4907
5481,1597.7865
5482,2237.8975
5483,1787.0726
5484,1640.7576
5485,2458.955
5486,2353.7913
5487,1665.6901
5488,2066.3674
5489,2208.6667
5490,1482.5433
5491,2204.0823
5492,1481.8269
5493,1987.8225
5494,27.015812
5495,2159.4724
5496,1189.7198
5497,1808.4146
5498,1960.1252
5499,1236.9661
5500,2047.6757
5501,1614.9275
5502,1964.2516
5503,1680.5009
5504,547.2129
5505,1988.9735
5506,1828.9479
5507,1736.5142
5508,1568.5869
5509,2201.1816
5510,2005.5586
5511,1016.3665
5512,438.6236
5513,1385.9791
5514,2186.7021
5515,2023.0892
5516,1709.3608
5517,2100.1694
5518,1801.0009
5519,2043.7479
5520,1909.3594
5521,2127.7751
5522,1616.612
5523,1733.8654
5524,1405.431
5525,1971.0928
5526,2084.418
5527,2177.0398
5528,1458.7404
5529,2132.4033
5530,1713.678
5531,2477.0527
5532,1470.9856
5533,2044.9342
5534,2255.1367
5535,1863.1932
5536,1477.916
5537,2098.7717
5538,1636.4554
5539,2217.1738
5540,1444.6506
5541,1811.8716
5542,1761.8773
5543,2379.8994
5544,1534.869
5545,1545.9448
5546,1629.9221
5547,2264.3914
5548,1663.551
5549,1491.1718
5550,1461.1791
5551,1322.361
5552,2162.9497
5553,1395.3147
5554,2150.3115
5555,2528.9626
5556,1804.1003
5557,770.87305
5558,1722.3723
5559,2050.6584
5560,1746.4344
5561,2241.1575
5562,1348.3164
5563,2217.012
5564,1799.94
5565,2059.0627
5566,1272.6344
5567,2205.3179
5568,1403.5544
5569,1949.6123
5570,1458.2854
5571,1430.1788
5572,2218.73
5573,1513.8279
5574,1975.5747
5575,1303.8896
5576,1301.8597
5577,2197.2727
5578,2207.7742
5579,1651.0344
5580,1993.7113
5581,1373.9863
5582,1127.001
5583,2052.2217
5584,1397.3452
5585,1127.2372
5586,2328.226
5587,1910.2441
5588,764.82324
5589,2426.293
5590,2030.55
5591,1137.1162
5592,1951.2145
5593,1275.9105
5594,1357.2092
5595,1645.5605
5596,705.4816
5597,2102.4795
5598,1980.2356
5599,2029.5737
5600,1958.6827
5601,1694.6075
5602,1570.5999
5603,2130.4956
5604,1609.3859
5605,1688.0238
5606,2181.2283
5607,2139.3713
5608,2264.9636
5609,1240.0504
5610,1428.839
5611,2259.8398
5612,2118.3003
5613,2016.5454
5614,1610.159
5615,2198.578
5616,1587.0133
5617,1871.8242
5618,1563.4403
5619,1391.2394
5620,1181.4077
5621,1961.2899
5622,2250.1633
5623,2443.9473
5624,2417.7412
5625,2425.2205
5626,2057.3171
5627,976.83203
5628,606.13727
5629,1747.8134
5630,1851.2233
5631,1757.3903
5632,1109.9423
5633,2430.2786
5634,1922.7675
5635,1371.5
5636,2104.7952
5637,2144.6272
5638,955.4905
5639,1303.7501
5640,2274.5198
5641,2133.5632
5642,2029.6768
5643,1138.3002
5644,1310.0422
5645,1807.1702
5646,1029.1954
5647,2193.896
5648,1723.9285
5649,1542.1489
5650,1162.835
5651,2135.1038
5652,1546.3839
5653,1390.5457
5654,2374.477
5655,1075.0851
5656,1556.3789
5657,1441.0712
5658,1839.0184
5659,1520.8574
5660,2441.1333
5661,2209.395
5662,1273.9717
5663,2049.6562
5664,2198.558
5665,2290.0676
5666,1913.9409
5667,1756.9745
5668,1062.2765
5669,2190.1277
5670,1986.0391
5671,1593.1971
5672,2261.6191
5673,2412.972
5674,2168.9805
5675,1390.4791
5676,2134.1587
5677,1727.6885
5678,2020.3077
5679,1623.6907
5680,2107.496
5681,1816.828
5682,1478.39
5683,2110.661
5684,1996.9677
5685,1166.908
5686,2017.3301
5687,1943.6307
5688,1782.1171
5689,2108.3982
5690,1860.8022
5691,2391.93
5692,2178.0842
5693,1796.6031
5694,1647.8759
5695,1802.8722
5696,1323.578
5697,2174.9907
5698,2133.6943
5699,2098.0928
5700,1606.0221
5701,1648.8859
5702,1862.0582
5703,1808.4114
5704,1044.7284
5705,2261.3154
5706,1617.077
5707,2180.9612
5708,1120.7131
5709,2036.182
5710,1413.0867
5711,1808.4662
5712,1248.4095
5713,1578.0215
5714,1994.526
5715,2396.9324
5716,2287.9478
5717,1282.1407
5718,2364.2778
5719,2123.1453
5720,1756.7975
5721,1294.5503
5722,1536.3495
5723,1802.4388
5724,2427.3503
5725,2163.6047
5726,1803.1187
5727,2094.643
5728,1289.1547
5729,2166.1914
5730,1782.4384
5731,1734.4706
5732,2261.4207
5733,1557.318
5734,930.8451
5735,1974.7527
5736,1935.4186
5737,1687.2943
5738,1535.8158
5739,1905.0927
5740,1887.6205
5741,2198.7263
5742,1177.6863
5743,2151.6084
5744,2195.2036
5745,1374.3325
5746,1843.4523
5747,2397.7627
5748,1524.0076
5749,2278.8389
5750,1529.6232
5751,2240.6296
5752,1878.6951
5753,1948.8279
5754,2465.9492
5755,2072.1987
5756,1338.9941
5757,1945.782
5758,1950.8135
5759,2081.5837
5760,1990.821
5761,1488.3276
5762,1981.4462
5763,1233.4541
5764,1648.4135
5765,2012.7173
5766,1373.2959
5767,1430.578
5768,2012.7688
5769,1875.1652
5770,1300.6023
5771,2178.0786
5772,1574.0754
5773,1799.6844
5774,1970.0958
5775,2018.641
5776,1656.1017
5777,2099.127
5778,1409.2301
5779,2253.6357
5780,1690.2886
5781,2153.6062
5782,1888.8428
5783,2055.6318
5784,1287.1399
5785,2380.2722
5786,2601.6292
5787,2050.479
5788,2085.2546
5789,1079.3474
5790,2570.6716
5791,1643.8091
5792,2026.6901
5793,1514.7496
5794,1486.4532
5795,2108.7598
5796,2023.2611
5797,1774.3933
5798,2281.3916
5799,2186.8152
5800,2375.812
5801,2011.7092
5802,2134.834
5803,1945.1171
5804,2105.4229
5805,1514.7056
5806,1861.1178
5807,2156.334
5808,702.20844
5809,2030.266
5810,2157.1375
5811,1601.8563
5812,2291.89
5813,1655.7296
5814,1768.2054
5815,2019.4294
5816,1675.3235
5817,1594.6669
5818,1840.6525
5819,1489.2611
5820,2280.5334
5821,2406.1477
5822,2520.5454
5823,2060.537
5824,2161.6685
5825,2172.6526
5826,1365.1809
5827,1843.0732
5828,2046.4941
5829,1948.6866
5830,1918.0233
5831,1282.9519
5832,2440.2737
5833,1541.2828
5834,1112.332
5835,1368.9542
5836,2024.4187
5837,2505.712
5838,2065.0232
5839,1801.0902
5840,2146.5144
5841,1556.4576
5842,2535.023
5843,1966.9742
5844,1226.774
5845,2227.03
5846,2182.651
5847,1628.688
5848,2535.0088
5849,2286.937
5850,1475.5253
5851,2081.387
5852,1322.3027
5853,2226.1946
5854,2081.1829
5855,1503.5516
5856,2369.048
5857,1784.6313
5858,2169.4172
5859,1480.0339
5860,2166.118
5861,2171.9106
5862,1411.5602
5863,1622.4524
5864,1112.916
5865,1623.259
5866,1201.9515
5867,1843.3251
5868,1986.9763
5869,184.54866
5870,1949.1089
5871,2017.5411
5872,1818.1575
5873,1666.0502
5874,1389.46
5875,1442.9009
5876,1857.015
5877,2509.1357
5878,579.753
5879,1776.4974
5880,2138.7578
5881,1514.7129
5882,1191.7314
5883,1525.9592
5884,2101.513
5885,1472.265
5886,1584.0104
5887,2235.1165
5888,1316.9338
5889,1686.8746
5890,2002.2131
5891,770.3377
5892,1978.9211
5893,2203.262
5894,1540.769
5895,1350.7468
5896,2159.56
5897,1675.8087
5898,2426.1646
5899,1877.1154
5900,2016.636
5901,1938.6052
5902,2221.4033
5903,1530.3221
5904,1749.7072
5905,2258.758
5906,1894.4448
5907,2112.262
5908,2231.249
5909,1692.6003
5910,2099.9507
5911,1818.2921
5912,1886.8948
5913,1863.1621
5914,2157.803
5915,1271.5968
5916,2154.113
5917,2052.2405
5918,2190.2249
5919,1275.0928
5920,2066.898
5921,1406.324
5922,1559.9375
5923,1355.3125
5924,1844.4388
5925,1820.2267
5926,1690.5709
5927,1238.9186
5928,1281.2466
5929,1324.6061
5930,1825.3529
5931,1243.3984
5932,1929.5055
5933,2331.737
5934,1089.2106
5935,2095.1116
5936,2095.802
5937,844.7825
5938,1752.7698
5939,2021.0406
5940,2429.0059
5941,1659.6995
5942,2317.9087
5943,2431.1265
5944,1857.4614
5945,2094.4246
5946,2142.3398
5947,316.612
5948,2223.3054
5949,1530.1003
5950,1623.9076
5951,2017.0887
5952,1843.4567
5953,1133.9739
5954,2096.3486
5955,1744.3224
5956,1933.272
5957,1548.4631
5958,1537.4294
5959,1652.2272
5960,1952.6923
5961,1792.268
5962,2128.2693
5963,1381.0717
5964,2152.1194
5965,1545.7496
5966,1549.7086
5967,1278.1942
5968,1807.63
5969,1921.0913
5970,2449.8171
5971,1705.0103
5972,2336.6614
5973,2239.1577
5974,2079.3655
5975,1522.9794
5976,2040.4547
5977,1407.7192
5978,2168.8594
5979,1693.8892
5980,2417.6492
5981,1260.5542
5982,1873.6719
5983,2195.1091
5984,2199.5464
5985,2045.9879
5986,1700.2546
5987,2198.508
5988,1892.0272
5989,2051.7815
5990,1755.421
5991,2217.1765
5992,1002.0756
5993,2101.0315
5994,2221.3325
5995,1588.9197
5996,1734.5056
5997,1783.3572
5998,1516.3562
5999,1936.0118
6000,2077.485
6001,1329.0636
6002,1802.3772
6003,2111.0474
6004,1547.2473
6005,2228.1187
6006,1861.8591
6007,1731.755
6008,1938.9069
6009,2522.1172
6010,1376.4845
6011,1597.886
6012,2019.8412
6013,2248.2004
6014,2326.7668
6015,2099.5784
6016,2182.9866
6017,2052.3345
6018,1930.5061
6019,1462.1438
6020,1987.4938
6021,1628.319
6022,1752.1661
6023,1947.5118
6024,1263.0679
6025,1805.5029
6026,1192.3046
6027,1881.1464
6028,1550.8522
6029,1527.658
6030,2567.7583
6031,2256.1887
6032,2384.2554
6033,770.85443
6034,1772.3022
6035,1954.2954
6036,1643.4208
6037,1647.2726
6038,2210.2605
6039,1909.7671
6040,1743.6373
6041,1102.7947
6042,2235.1538
6043,1526.9711
6044,1875.708
6045,1047.0834
6046,2076.9736
6047,2091.2795
6048,2471.1755
6049,1877.3356
6050,1857.7959
6051,2148.4194
6052,2173.1125
6053,2027.5885
6054,2289.0835
6055,1821.0281
6056,1401.1367
6057,1780.0178
6058,2442.183
6059,1225.5994
6060,2086.4473
6061,2242.0305
6062,1172.7465
6063,1316.8164
6064,1624.7451
6065,1499.9155
6066,2415.7017
6067,2223.51
6068,1649.0322
6069,2044.7281
6070,1516.6099
6071,1485.2289
6072,1649.6932
6073,2176.157
6074,2061.0378
6075,2106.1904
6076,1125.4601
6077,1564.9923
6078,2063.2212
6079,2270.1191
6080,1376.3094
6081,1417.4233
6082,1723.004
6083,1827.3595
6084,1603.5706
6085,1608.2153
6086,1625.9866
6087,2238.8403
6088,1718.8943
6089,1769.0337
6090,1662.4202
6091,2373.5403
6092,1982.8994
6093,1943.2197
6094,2639.321
6095,1688.1768
6096,1993.1815
6097,1449.3151
6098,1618.4874
6099,2143.4946
6100,1944.4928
6101,1893.7631
6102,1099.0961
6103,1553.3033
6104,2463.746
6105,1166.8258
6106,1771.1904
6107,2379.0874
6108,1720.3843
6109,1998.9945
6110,2349.6038
6111,2281.9502
6112,2188.4944
6113,2083.0508
6114,1107.7037
6115,1690.5964
6116,2450.8074
6117,2208.4348
6118,1659.6039
6119,2194.286
6120,2116.0889
6121,1028.0526
6122,1947.8643
6123,1956.1276
6124,2023.8103
6125,1370.9567
6126,1042.5227
6127,1261.628
6128,1415.4575
6129,2065.4866
6130,1544.2577
6131,1925.5112
6132,2314.1567
6133,2224.4065
6134,2053.629
6135,1859.6598
6136,1204.7445
6137,1897.0398
6138,1347.3369
6139,2012.5292
6140,1638.0789
6141,2097.218
6142,1448.3441
6143,1857.8573
6144,1430.0588
6145,1310.7506
6146,2484.1968
6147,1789.1895
6148,2007.5779
6149,2330.0615
6150,1116.3943
6151,2208.222
6152,2430.1675
6153,2015.8472
6154,2412.7085
6155,2420.6035
6156,1606.1772
6157,1701.837
6158,2022.4397
6159,1383.6458
6160,2355.898
6161,1436.0302
6162,2228.3281
6163,2312.8533
6164,1681.4727
6165,1767.2582
6166,1863.932
6167,1915.3236
6168,2259.1138
6169,2176.1587
6170,2051.3965
6171,1549.2579
6172,1428.3257
6173,2340.8953
6174,2382.5369
6175,2160.5847
6176,2220.773
6177,2280.711
6178,2077.819
6179,1071.4242
6180,1031.0084
6181,1903.3235
6182,2456.3833
6183,2129.2932
6184,1282.4238
6185,1679.4214
6186,1974.4121
6187,1818.174
6188,2245.8508
6189,2390.0762
6190,1758.3875
6191,1075.6722
6192,1691.7554
6193,2299.044
6194,1917.105
6195,1945.2812
6196,1607.1957
6197,1636.6454
6198,1550.7605
6199,2153.2832
6200,2389.3057
6201,1602.3328
6202,1526.8873
6203,1906.9325
6204,2044.3363
6205,1163.3848
6206,1952.5605
6207,2145.7815
6208,1770.4316
6209,2167.3
6210,2000.392
6211,1121.2152
6212,2267.159
6213,2142.0
6214,1959.8224
6215,1810.5549
6216,1606.3552
6217,2184.5134
6218,1896.3743
6219,1510.4425
6220,1378.8029
6221,2040.1313
6222,2248.131
6223,2259.275
6224,1976.1669
6225,2100.339
6226,1812.2073
6227,1437.3124
6228,27.015812
6229,1914.7357
6230,764.6392
6231,1574.9197
6232,1447.1383
6233,1095.3267
6234,853.69745
6235,955.7997
6236,1500.0968
6237,1538.0518
6238,1457.9346
6239,1869.7266
6240,2151.7668
6241,2268.1357
6242,2059.922
6243,2148.3616
6244,1905.0093
6245,1592.3811
6246,1896.0499
6247,1635.5391
6248,1582.2858
6249,1778.6841
6250,2158.9968
6251,1422.9371
6252,2396.9304
6253,1598.5974
6254,1798.4617
6255,1614.2539
6256,2135.6223
6257,2040.8881
6258,1253.3147
6259,1332.7283
6260,1770.4575
6261,1706.1729
6262,1414.1383
6263,2018.3071
6264,2139.6052
6265,1394.2139
6266,1886.0349
6267,1640.5188
6268,1552.3866
6269,1816.6445
6270,2150.6238
6271,1176.69
6272,1803.0906
6273,1394.7286
6274,1630.5873
6275,1987.64
6276,1951.4806
6277,2379.8315
6278,2012.6731
6279,2070.1646
6280,1731.0448
6281,1641.0024
6282,2449.6975
6283,1466.0621
6284,1473.9443
6285,1927.1488
6286,2136.357
6287,1556.8704
6288,1789.8923
6289,1903.5994
6290,2024.4426
6291,1139.0406
6292,2536.887
6293,2524.5498
6294,1936.1873
6295,2407.2974
6296,1836.5552
6297,2237.31
6298,2002.2468
6299,1488.4572
6300,1515.3573
6301,2080.0037
6302,1714.3075
6303,1790.7804
6304,2011.2573
6305,2362.2812
6306,611.8086
6307,2062.6033
6308,1966.4207
6309,1610.0088
6310,1565.4583
6311,1284.5865
6312,1342.2921
6313,2259.3884
6314,1809.5537
6315,2270.6094
6316,1639.018
6317,1861.9514
6318,2287.0698
6319,2158.1448
6320,2418.147
6321,1918.8096
6322,1774.1313
6323,1620.508
6324,1963.6991
6325,1636.2297
6326,1937.7219
6327,2138.6555
6328,1450.2937
6329,1814.2375
6330,1938.7976
6331,1946.389
6332,1225.4889
6333,1474.5331
6334,1620.5696
6335,2315.7983
6336,1829.2139
6337,1562.9141
6338,1493.0442
6339,2067.0393
6340,1566.6317
6341,1866.7799
6342,2425.1255
6343,1863.0493
6344,1883.3351
6345,1922.4229
6346,1583.828
6347,2021.88
6348,1073.2806
6349,2128.587
6350,2069.2812
6351,1937.693
6352,1510.022
6353,2149.8584
6354,1696.207
6355,1954.5935
6356,2568.7856
6357,905.9442
6358,1611.921
6359,1028.4653
6360,1980.623
6361,2123.8186
6362,2068.3823
6363,1616.9497
6364,1812.101
6365,2164.9548
6366,1811.7104
6367,2014.7231
6368,2197.0466
6369,2063.647
6370,2277.607
6371,1871.727
6372,2456.5496
6373,1171.4282
6374,1895.704
6375,1908.0967
6376,2189.3528
6377,1550.3226
6378,1804.5042
6379,2161.1235
6380,2348.711
6381,2187.0642
6382,1642.7762
6383,1662.833
6384,2064.8447
6385,1781.2972
6386,2232.0168
6387,1604.3373
6388,1657.5042
6389,1519.0853
6390,1248.0039
6391,1815.4132
6392,2090.5366
6393,1309.3226
6394,2117.5059
6395,1666.8878
6396,2136.602
6397,1422.3317
6398,2181.7148
6399,2143.2468
6400,1967.9199
6401,2114.8835
6402,1505.9939
6403,1524.6348
6404,2373.272
6405,2029.7997
6406,1645.514
6407,1201.0529
6408,1595.431
6409,1660.0784
6410,1822.821
6411,1916.6243
6412,2245.0737
6413,1594.5504
6414,2137.1372
6415,1616.3777
6416,1773.3068
6417,1816.3998
6418,1738.697
6419,1945.3344
6420,1893.2172
6421,1705.4832
6422,2060.779
6423,2114.618
6424,2110.526
6425,1765.3986
6426,2403.494
6427,2020.1089
6428,1573.9962
6429,1269.2704
6430,2178.4343
6431,2014.3522
6432,1271.4844
6433,958.6493
6434,1621.6973
6435,2242.6729
6436,2137.771
6437,1678.2743
6438,1543.8019
6439,2115.678
6440,1642.2675
6441,1319.6293
6442,1904.7346
6443,2247.0684
6444,2239.2488
6445,1519.2391
6446,2414.0327
6447,1397.19
6448,2246.0647
6449,2100.0146
6450,1871.4663
6451,1682.0281
6452,1604.7719
6453,1774.6367
6454,2134.8237
6455,2032.5986
6456,2449.7124
6457,1243.274
6458,1057.4623
6459,1222.6179
6460,2077.0908
6461,1840.0017
6462,1936.7466
6463,2274.3728
6464,2397.7827
